Created-At,From-User,Source,Text,Retweet-Count,Id
12/20/2020 7:44:00 PM,embirrr,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @Egotertinggi: @sbyfess Aku, tapi semenjak corona dan psbb jadi diem di rumah.
Biasanya aku sering begitu, terus liatin orang lewat kada…",1,1340639295019740000
12/20/2020 7:44:00 PM,Ro na ya,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"@ibuonlen Tasik mau psbb lagi, krn banyak yg kena. Udh zona merah",0,1340639274937370000
12/20/2020 7:39:00 PM,C?n†? ??,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @AmbiusA: @Markonah76 Mestinya dari kasus ?https://t.co/hJr9I9egYw sudh diperketat psbb & dilarang demo,1,1340637993237770000
12/20/2020 7:39:00 PM,380v,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,Giliran tembus Psbb makin ketat faklah !,0,1340637986921190000
12/20/2020 7:36:00 PM,AGIL SIGIT,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @Knkz13: Buat yang cowok bisa kecilin volumenya, masak iya mau dengerin suara desahnnya hubby 
Fokus di lingerieku yg transparan aja ??…",676,1340637092271960000
12/20/2020 7:34:00 PM,Media Indonesia,<a href='http://www.mediaindonesia.com' rel='nofollow'>micom</a>,"Adapun denda yang terkumpul ini berasal dari denda masker sebanyak Rp485 juta, denda restoran dan rumah makan sebesar Rp133,6 juta  https://t.co/rde2L08TCM",0,1340636616386200000
12/20/2020 7:33:00 PM,Ricko Putra,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"@akuanak95595151 @Sepdhan1 @ChahrulIrawan #Dungu siapa bilang terbaru ? Kasus baru harian goblok..PSBB kok kasus harian naik terus.. jakarta rekor tak terkalahkan  kasus positif,dan kematian..? kata pak anies PSBB transisi menekan angka positif kok malah  Lonjakan 7.500 Kasus ?? ????????",0,1340636416137590000
12/20/2020 7:32:00 PM,Leo Abithama Bramantya,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Tak terasa setahun kurang 3 bulan isolasi mandiri di pulau ini, alasan perusahaanku keren

1. Zona waktu WITA lebih adil saat zoom dgn temen' di WIB dan WIT

2. PSBB nya ga diperpanjang mulu

3. Ga ada demo'

Akhirnya mikir konsep kerja Work From Anywhere bagus jg keknya ?? https://t.co/2HHG2FWHFJ",0,1340636166660350000
12/20/2020 7:29:00 PM,bang Toyib,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,@Markonah76 Mestinya dari kasus ?https://t.co/hJr9I9egYw sudh diperketat psbb & dilarang demo,1,1340635309264960000
12/20/2020 7:23:00 PM,C?n†? ??,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Udah lewat baru nyadar gitu aja terus hedeehhh...????
Kasian warga jkt kalau begini terus PSBB kapan selesai?

Gak kebayang kalau kemaren tdk di tegasin oleh kapolda metro entah berapa kali lipat lagi penambahanya https://t.co/lYHG9bGsVq",21,1340633991733380000
12/20/2020 7:19:00 PM,Rangga Tan,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,psbb teroooooooooosssssssss,0,1340632931010680000
12/20/2020 7:17:00 PM,?ulia,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,@huengery ksbb siapa nya psbb,0,1340632448380470000
12/20/2020 7:17:00 PM,Omen,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,@laughifsick25 Maaf lagi psbb,0,1340632338707880000
12/20/2020 7:13:00 PM,kabar6,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Angka Positif Covid-19 di Lebak Tembus 624 Kasus, DPRD: Kalau Melonjak Perpanjang PSBB https://t.co/E60FdyCioi",0,1340631304098910000
12/20/2020 7:10:00 PM,Arjunaa,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @joentakriver: Polisi bakal memanggil Rijal Kobar, koordinator aksi 1812 di Istana Negara, Jakarta Pusat kemarin. Pasalnya, ratusan angg…",6,1340630763792830000
12/20/2020 7:07:00 PM,cha,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,@FirstMediaCares udah seharian wifinya down kenapa kak? Saya perlu untuk masa psbb seperti ini.,0,1340629979676050000
12/20/2020 7:06:00 PM,Fifi,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"@astriyeahh Iyaaaah, tp ada untungnya juga lagi psbb, jadi meeting nya via zoom. Coba kalo langsung, bisa nangis bahagia gue wawancara orangnya saking speechless nya ?",0,1340629644823830000
12/20/2020 7:01:00 PM,angela cicinya JN™,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,@Amandaputri_02 Melanggar aturan psbb ?,0,1340628478589190000
12/20/2020 7:00:00 PM,jimmy sin,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,@paulina011971 Puji Tuhan disana bisa ke gereja ya ga ada psbb,0,1340628163521480000
12/20/2020 7:00:00 PM,naya,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,bagus yah taat psbb https://t.co/g6EZuNt44V,0,1340628095196280000
12/20/2020 6:58:00 PM,sar,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"@minglele Geng psbb, take note.",0,1340627750080530000
12/20/2020 6:58:00 PM,ardi,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,psbb https://t.co/5RWfzJmdDw,0,1340627564600050000
12/20/2020 6:56:00 PM,??? vi ? ? kinda ia,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,@UGHyesjim Psbb chel :(,0,1340627037535410000
12/20/2020 6:55:00 PM,BSA Putra Musi,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @Zahrah40291660: Merenung Sejenak

: Warga Langgar PSBB Corona Tidak Bisa Dipidana https://t.co/1k42YZgHZy",5,1340626964009300000
12/20/2020 6:53:00 PM,Dipanggil Sule,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,@karawangfess Engga klo motor mah waktu psbb aja krw-pwk ga ada pemeriksaan sama sekali,0,1340626497657210000
12/20/2020 6:50:00 PM,vir,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,katanya psbb dan pengetatan prokes tp bdg rame banget tuh org org gerubungan?,0,1340625656514670000
12/20/2020 6:47:00 PM,Ty,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Ga ada ngaruhnya?
Check point jg hanya berlaku awal2 psbb. Skrg udh gak ada lagi, smua terasa normal, alias cuek!?
Cek suhu sekenanya, paske masker jg klo inget? lelah https://t.co/fPt3UpgPfV",0,1340624786792200000
12/20/2020 6:46:00 PM,? ? ? ? ?,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"@istianapr Psbb mbok ben wkwk
Alana e cedakk, la aku lo ko tosuro e yo tekann!",0,1340624533233890000
12/20/2020 6:44:00 PM,Meiklin,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"@semongkoseees Iya, kan masih PSBB??",0,1340624217012730000
12/20/2020 6:43:00 PM,tiyaaaaaaan,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,Akun w mengikuti anjuran pemerintah...klo ada psbb ketat .. akun w ikut ketat pst ?,0,1340623760303350000
12/20/2020 6:38:00 PM,NADIA CIETA,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @Andrazahira: Koordinator dan Penanggung Jawab Aksi 1812 direncanakan dipanggil polisi pekan depan

Harus ini

Karena melanggar peratura…",4,1340622557960000000
12/20/2020 6:36:00 PM,Warga rt014,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,Rasanya ingin berkata kasar. Refund² dh mood nya keburu ilang ?. Tiap waktu psbb. Di inggris udeh pada bisa ke stadion bola perasaan. Negara kocik lama bener beradaptasinya. Heran kebanyakan ngurusin ormas sih. https://t.co/o0QFUfkxiO,0,1340622065674560000
12/20/2020 6:30:00 PM,Lan,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,@JUSTadd1CE msh psbb?,0,1340620508409120000
12/20/2020 6:26:00 PM,Humas Polsek Lengkong Bdg,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Personil Unit Lantas Polsek Lengkong melaksanakan Penutupan jalan Asia afrika dalam rangka PSBB Proporsional di Kota Bandung, mencegah Penularan Virus Corona

KAMI BEKERJA UNTUK ANDA
ANDA DI RUMAH UNTUK SEMUA
UNTUK INDONESIA
#POLRIUNTUKINDONESIA
#POLRICEGAHCORONA https://t.co/HaAqekfHxI",0,1340619464220400000
12/20/2020 6:18:00 PM,G A L S ??,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,@seirentlemogu maaf ya gadiundang soalnya baru psbb ??,0,1340617534039470000
12/20/2020 6:16:00 PM,Feb.,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,Dampak Psbb https://t.co/KWdcpEzRxv,0,1340617081847350000
12/20/2020 6:15:00 PM,?,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,psbb udah ga mempan diterapkan di provinsi yg paling liberal https://t.co/A3zF1w29bT,0,1340616765190020000
12/20/2020 6:11:00 PM,Ahmad Nor Maulana Af,<a href='https://dlvrit.com/' rel='nofollow'>dlvr.it</a>,"Selama PSBB Transisi Jakarta, 84.793 Orang Langgar Prokes Tak Pakai Masker https://t.co/XqBY0ccAAS https://t.co/efcM5RGxnN",0,1340615695462090000
12/20/2020 6:10:00 PM,PengkiMan,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,Besok senin saya masih harus bekerja dari rumah & dengan tidak ada internet @IndiHome yang sudah 2 hari ini apakah saya harus kerja di luar rumah & tidak mengikuti arahan psbb transisi? @Telkom ini bagaimana layanan purna jual Internet nya yg saat ini menjadi kebutuhan primer,0,1340615449071870000
12/20/2020 6:09:00 PM,Acp Lionk,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Bagaimana mau segera berakhir bang @MardaniAliSera ini ibu Lurah saat pengawasan psbb transisi saja malahan dikeroyok di sebuah kafe, tanpa ada apresiasi dan simpatik dari pejabat https://t.co/u5tykzURVH https://t.co/Cl1L3CwZZ2",0,1340615286794320000
12/20/2020 6:08:00 PM,Merdeka.com,<a href='https://dlvrit.com/' rel='nofollow'>dlvr.it</a>,"Selama PSBB Transisi Jakarta, 84.793 Orang Langgar Prokes Tak Pakai Masker: Kepala Satpol PP DKI Jakarta, Arifin mengatakan pelanggaran protokol kesehatan masih terjadi selama Pembatasan Sosial Berskala Besar (PSBB) transisi periode 12 Oktober sampai 19… https://t.co/u6inGffhbj",0,1340614934057530000
12/20/2020 6:06:00 PM,voi.id,,"Dalam pengambilan keputusan, Anies akan berkoordinasi dengan para ahli. Wagub Riza meminta semua pihak untuk bersabar perihal keputusan kebijakan PSBB. https://t.co/SPLEqDqRuC",0,1340614435753190000
12/20/2020 6:04:00 PM,lR0M,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,@Michanbackagain PSBB Michaaan... ??,0,1340613966578380000
12/20/2020 6:01:00 PM,Desy Melati Lubis,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Bagus-bagus diksinya om @FiersaBesari

Hari ini banyak bgd retweet cuitan si om. Lagi butuh referensi nih.

Mau nulis ttg Corona. Tapi buntu. Si doi gak bisa diromantisin apalagi dibuat jadi diksi-diksi manis. Yg paling gw ingat ttg si c ; psbb, reaktif, positif, dll ;-)",0,1340613413538460000
12/20/2020 5:51:00 PM,Ed,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,@mukchatime “aku uda gk perlu kemana mana lg. krn psbb”,0,1340610735810830000
12/20/2020 5:50:00 PM,Acp Lionk,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Sampai Ibu Lurah ini mendapat perlakuan pengeroyokan saat membubarkan kerumunan di sebuah kafe saat melakukan pengawasan psbb transisi, belum ada pejabat pemerintahan yg memberikan simpatinya https://t.co/Pr9RNxUTbK https://t.co/1h66Z005m4",0,1340610466331070000
12/20/2020 5:50:00 PM,Raacun?,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"@lazuardi021 @altbaseNsfw Lagi psbb lagi kan euuyy, beda dom kan ?",0,1340610411922560000
12/20/2020 5:49:00 PM,Ondoran Nababan,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"klo pengadaan bansos dilakukan seperti pengadaan pada umumnya, ya kapan dah itu bansos bisa disalurkan? tahun 2021 mereun. waktu normal pengadaan itu sekitar 2-3 bulan secara praktik. itu kalau kondisi normal. kondisi WFH dan PSBB? ga ngerti. trus bansosnya kapan turun? embuh.",0,1340610245496720000
12/20/2020 5:45:00 PM,Acp Lionk,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Iya kejadiannya sdh viral di media TV, itubIbu Lurah sdg mencoba membubarkan kerumunan dimasa psbb transisi jakarta di sebuah kafe saat sdg party pada jam 01.30 wib tgl 21 Nop yg lalu https://t.co/styTer6ftT",0,1340609374973120000
12/20/2020 5:45:00 PM,Beritabanten.com,<a href='http://publicize.wp.com/' rel='nofollow'>WordPress.com</a>,"Tegakan Hukum Prokes, Personil Koramil 13/Cisoka Laksanakan PDMPK dan PSBB https://t.co/zDCHbaW49R",0,1340609197285770000
12/20/2020 5:43:00 PM,TukangBacot,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,@BNPB_Indonesia Wabah sdh >95% wilayah indonesia yg psbb cm segelintir ?,0,1340608714034660000
12/20/2020 5:42:00 PM,Humas Polsek Lengkong Bdg,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Personil Polsek Lengkong Polrestabes Bandung melaksanakan Monitoring dan pengamanan di gereja dan rumah ibadah yang melaksanakan kebaktian Minggu pada masa PSBB Proporsional di Sejumlah Gereja Wilayah Hukum Polsek Lengkong
#POLRIUNTUKINDONESIA
#POLRICEGAHCORONA https://t.co/8YfIg98Fay",0,1340608628445700000
12/20/2020 5:39:00 PM,Nana,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,Wah besok dah mulai psbb,0,1340607762527440000
12/20/2020 5:39:00 PM,BNPB Indonesia,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"Update Sebaran Daerah di Indonesia yang memberlakukan Pembatasan Sosial Berskala Besar (PSBB) tanggal 20 Desember 2020.

#BersatuLawanCOVID19 https://t.co/lmWyh8B1ai",4,1340607713860930000
12/20/2020 5:38:00 PM,Anton Kurniawan,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"@SantorinisSun Naah ....... 
GAMPANG x 
'MEMBACA TRIECK' MEREKA.
DGN ALASAN 
NGALOR - NGIDUL 
UJUNG - UJUNG NYA 
'PERPANJANGAN WAKTU PSBB C-19 DKI'.
MAKA 
'CAIR FUULLUUUS' 
DARI PUSAT.

@jokowi https://t.co/SHVLCo0WCh",1,1340607509808040000
12/20/2020 5:33:00 PM,putri rezeki,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"semoga abis ini psbb biar dia gabisa pulang, aamiin",0,1340606257057550000
12/20/2020 5:30:00 PM,dyaraaa,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,@usenameziyy jogja bukannya psbb ya?,0,1340605502179330000
12/20/2020 5:26:00 PM,&&&,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,psbb king https://t.co/uoSxDyHyJa,0,1340604590757060000
12/20/2020 5:23:00 PM,20DETIK,<a href='http://www.detik.com/' rel='nofollow'>detikcommunity</a>,Wagub DKI Minta Warga Lapor Kafe Pelanggar PSBB https://t.co/AMeE449qOt,1,1340603737086150000
12/20/2020 5:22:00 PM,Nadya Jeny,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"ayolah psbb lg, wfh-in semua 2 minggu. gaboleh ada yg ke kantor samsek. semua tempat di clear in dulu",0,1340603587181740000
12/20/2020 5:17:00 PM,????,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"nangis banget alasan junhui gak ikutan group hug tuh karena setelah dia liat ada dua member yang gak ikutan dia jadi nyadar peraturan psbb maksimal kumpul 10 orang dan akhirnya balik lagi ke bangku penonton....?? 
https://t.co/kHCTJl88gl",26,1340602286310010000
12/20/2020 5:12:00 PM,Lily ?? | semi rest ngerjain tugas akhir ??,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,@_shwn00 Iyaa gara2 msih psbb jd dirumah trus ?? okee koko jg janlupp maem yhh,0,1340600870971430000
12/20/2020 5:10:00 PM,andi,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,Mohon @DKIJakarta agar bisa ditertibkan acara kumpul2 di Jalan R.S. Fatmawati Gang Rejo No.17 RT.001/RW.001 Kelurahan Cipete Utara Kecamatan Kebayoran Baru Jakarta Selatan 12150 cc @TMCPoldaMetro @BNPB_Indonesia @DivHumas_Polri @Puspen_TNI @SatpolPP_DKI @LAPOR1708 @jokowi #psbb,0,1340600516435270000
12/20/2020 5:08:00 PM,kapten,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"@kleineduckk iyapp betul ren, sering terjadi di negara yang menerapkan psbb",0,1340599897104420000
12/20/2020 5:05:00 PM,TribunJakarta.com,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Jelang Libur Natal dan Tahun Baru, Wagub DKI Beri Sinyal Kembali Perpanjang PSBB Masa Transisi
 
Download aplikasi Tribunnews untuk update berita terbaru 
 
Dapatkan untuk Android: 
https://t.co/KUZp3s3cTI
 
 https://t.co/TIoyVfF1Be lewat @tribunnews",0,1340599288737410000
12/20/2020 5:05:00 PM,SEAL TEAM SIX™,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Stlh stahun trkurung Pandemi Covid-19, akhir tahun 2020 in shaa Allah berakhir sangat bahagia: PSBB brkurang, ekonomi membaik, Sugik Nur dipenjara, Maheer dibui, Dajjal Besar rizieq shihab dikerangkeng, @ReflyHZ in shaa Allah, Munarman FPI juga. Damai Indonesiaku ????????",0,1340599158453910000
12/20/2020 4:59:00 PM,aNindya Eka,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,@kompascom Hmm...coba patuhi protokol kesehatan yg ada...supaya angka covid menurun. Tidak ada lockdown/psbb. Ekonomi meningkat lagi....??,0,1340597747322260000
12/20/2020 4:55:00 PM,BeritaSatu,<a href='http://www.beritasatu.com' rel='nofollow'>beritasatu</a>,Satpol DKI Kumpulkan Rp 712 Juta dari Sanksi Denda PSBB Transisi https://t.co/H616Bok8Q6 https://t.co/FirkkIvrZO,0,1340596616462410000
12/20/2020 4:48:00 PM,? SUROBOYOFESS ?,<a href='https://twitter.com/sbyfess' rel='nofollow'>SUROBOYOFESS</a>,Akhir taun jogja psbb ga -Rek ??,0,1340594877617350000
12/20/2020 4:47:00 PM,have yourself a merry little Christmas ?,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,Bentuk PSBB Jakarta dua minggu kedepan bakal gimana ya,0,1340594738475380000
12/20/2020 4:43:00 PM,Yulia Hartati,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Gosah kasi ijin demo lagi, ndan @DivHumas_Polri .
Yang nekad, buikan sajalah. Wilayah PSBB apalagi. Denda 50juta.

@MalaAzkadina https://t.co/Ml3LgsvVqH",1,1340593605736450000
12/20/2020 4:40:00 PM,Percaya Nainggolan,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @SeputariNews: Satpol PP Pemprov DKI Jakarta menutup secara permanen sebuah diskotek di kawasan Daan Mogot, Jakarta Barat. Tindakan tega…",1,1340592854201040000
12/20/2020 4:37:00 PM,rasdenr?,<a href='http://ask.fm/' rel='nofollow'>Ask.fm</a>,"First thing yang akan kalian lakukan ketika psbb kelar? 

Me : meet up sama kenalan :p 

you? — ketemu doi trus nyari pundi-pundi cuan https://t.co/ki4l4wfQsw",0,1340592213299000000
12/20/2020 4:36:00 PM,Anton Kurniawan,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"@SintaElvhee2_ Haaaaaaaa ........ 
UJUNG - UJUNG NYA 
'PERPANJANGAN WAKTU PSBB C-19 DKI' 
MAKA 
'CAIR FUULLUUUS'.",0,1340591952178210000
12/20/2020 4:28:00 PM,Tha,<a href='http://ask.fm/' rel='nofollow'>Ask.fm</a>,"First thing yang akan kalian lakukan ketika psbb kelar? 

Me : meet up sama kenalan :p 

you? — Mau jalan2 ke luar kota sama keluarga dengan rasa aman tanpa takut ada ny penyakit yg mengganggu https://t.co/dGXcIxy2v9",0,1340589960517330000
12/20/2020 4:16:00 PM,baso amir,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"Sebelum pandemi Covid-19, biasanya saya beli gambang setiap Sabtu sepulang shalat Ashar. Grobaknya parkir di samping masjid, pedagangnya ikut shalat. Sejak PSBB I, seluruh pedagang dilarang masuk perumahan, termasuk pedagang abang gambang. https://t.co/FUiw6zGVUk",0,1340586826126360000
12/20/2020 4:11:00 PM,XK'ucingnyengir,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"@xkwavers Aku bisa tau Yuk Ngaji dari videonya bang @fuadhnaim yang bahas konser k-pop di Saudi Arabia yg muncul di beranda ketika awal PSBB kemarin, dan ternyata bahasanya tidak menyinggung diriku yg sensitif ini, akhirnya kepo video lainyya deh :')",0,1340585659812130000
12/20/2020 4:02:00 PM,Tian,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"@aris_budiutomo Solo psbb meneh ndes per wingi to?
Arep nang tionting, palupi kose pindah mburi hotel alana adoh pol wkwk",0,1340583431390940000
12/20/2020 4:02:00 PM,Andria Priyana,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"@KawalCOVID19 Nanti orang2 gak usah ngeluh dan cemen lagi kalo PSBB diperketat. Dikasih longgar malah seenaknya bikin kasus naik, bikin orang sakit sengsara dan mati.",0,1340583426047440000
12/20/2020 3:51:00 PM,màrchy,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,@predydragon psbb,0,1340580488373660000
12/20/2020 3:45:00 PM,Indra MP,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"@Junee106 Sama di jakarta ge jun, awal2 bagus pisan kudu aya SIKM (ada rapidnya juga), eh skr pas kasus makin banyak udah biasa aja...psbb tp ngga ketat",0,1340579179830550000
12/20/2020 3:45:00 PM,Kakak Chiyoko Lulu ???,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Itu nongkrong nongkrong lagi, psbb makan tidur berak makan tidur berak setiap hari, kumpul kumpul baca baca puas, mbak",0,1340579111601760000
12/20/2020 3:45:00 PM,SeputariNewsRCTI,<a href='https://studio.twitter.com' rel='nofollow'>Twitter Media Studio</a>,"Satpol PP Pemprov DKI Jakarta menutup secara permanen sebuah diskotek di kawasan Daan Mogot, Jakarta Barat. Tindakan tegas ini dilakukan setelah diskotek tersebut melanggar protokol kesehatan. LNA

#SeputariNewsRCTI #SeputariNewsPagi #JakartaBarat #DaanMogot #SatpolPP #PSBB https://t.co/4PeweewF5X",1,1340578937974320000
12/20/2020 3:42:00 PM,ginjala,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,@e100ss 3 Jan alamat psbb??,0,1340578399085970000
12/20/2020 3:35:00 PM,jibot??,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"jadi gais kan gue les bahasa prancis ya, trus waktu itu jadwal ulangan akhir gue ke potong sama psbb awal awal coronceu, nah trus gue di chat sama tempat les nya katanya mau ulangan online apa offline, gue bilang offline kan",0,1340576595115790000
12/20/2020 3:31:00 PM,Sunarti,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @muhammadiyah: Selain silang kebijakan, pemerintah pusat kerapkali mengubah kebijakan secara mendadak seperti kasus pelonggaran PSBB hin…",9,1340575440398810000
12/20/2020 3:30:00 PM,Virgogirl?,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"@veroniicaa_06 G dulu, lagi psbb?",0,1340575286832710000
12/20/2020 3:25:00 PM,uleerossi,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"@Myuungg waduh, trus nasibku gimana..jangan2 psbb lagi pas nataru, aku bisa pulang gak ya..kalau harus swab mahal diongkos..",0,1340574142337140000
12/20/2020 3:20:00 PM,???? || ?anisd,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,@natevillera sayangnya udh ga lagi :')) kepotong psbb. padahal disekolah jd scriptwriter buat drama sekolah tahun ini :')),0,1340572841465450000
12/20/2020 3:17:00 PM,Penguin,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"- Diawali di Jepang (Hokkaido, Kant?, Kansai, Ch?goku),
- Kehidupan sehari-hari dengan DYMM Kucing di Stasiun,
- (Mungkin) naik MRT terakhir sebelum PSBB, dan
- Bold move of me going to the Red Zone.",0,1340572131860510000
12/20/2020 3:17:00 PM,"Radio PRFM 107,5 News Channel",<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"@Jamaludin_Ajiz Untuk saat ini PSBB Proposional di perpajang selama 2 minggu kedepan dari tanggal 18 Desember, dan akan di evaluasi per 2 minggu.",0,1340572064210510000
12/20/2020 3:16:00 PM,INDOZONE,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Ditindak sesuai dengan Pergub Nomor 101 tentang Penerapan Disiplin dan Penegakan Hukum Protokol Kesehatan selama PSBB.
#kamuharustau
#psbb
#razia

https://t.co/MdpI9FxeJv",0,1340571788321860000
12/20/2020 3:13:00 PM,Netizenmu,<a href='https://ifttt.com' rel='nofollow'>IFTTT</a>,"RT muhammadiyah 'Selain silang kebijakan, pemerintah pusat kerapkali mengubah kebijakan secara mendadak seperti kasus pelonggaran PSBB hingga pembukaan sekolah yang berdampak pada kepercayaan masyarakat 
https://t.co/fMHD3tYtMo
#Muhammadiyah #Indonesia #Covid_19
@mucovid19'",0,1340571009200620000
12/20/2020 3:08:00 PM,sac,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,@cultdouma Tangerang masih psbb ??,0,1340569748392660000
12/20/2020 3:08:00 PM,???? ??????????,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,@midiahn Ini mah hasil dari PSBB selama 9 bulan yah mangots,0,1340569681585820000
12/20/2020 3:07:00 PM,kopi pagii19,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @daratista_inul: Mikir PSBB mumet mwnding lihat ini wae mood boster gaess https://t.co/ZFKMOM9dKa,7428,1340569482058630000
12/20/2020 3:02:00 PM,Dwi agung,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,@v_hendra91 @UmamSyihabul @agungrosidie @fadhlanyazid @GunRomli PSBB yg dipakai UU karantina,0,1340568261058910000
